WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,STATUS_CHANGE_DATE,ASSIGNED_TO,ASSIGNED_DATE,DRILL_DATE,DRILL_DEPTH,DRILL_DEPTH_UNITS,CONST_DATE,DRILL_COMMENT,DRILL_SOURCE,DRILL_SOURCE_DATE,REMEDIATED_FLAG,DECOMMISSION_COMMENT,DECOMMISSION_DATE,DECOMMISSION_SOURCE,DECOMMISSION_SOURCE_DATE,CONST_DEPTH,CONST_DEPTH_UNITS,CONST_SOURCE,CONST_SOURCE_DATE,DEPTH_TO_BOTTOM,DEPTH_TO_BOTTOM_UNITS,DEPTH_TO_WATER,DEPTH_TO_WATER_UNITS,DRY_WELL,WELL_NAME_SYNONYMS,ECOLOGY_NAME,WELL_PROJECTS,WELL_PROJECT_PURPOSES,WS_SIZE_DEPTH_TOP_BOTTOM_UNITS,WC_SIZE_DEPTH_TOP_BOTTOM_UNITS,WP_CUTS_DEPTH_TOP_BOTTOM_UNITS,DOCUMENTED_PROGRAMS,WASTE_MANAGEMENT_PLANS,WASTE_DISPOSAL_LOCATIONS,WASTE_STORAGE_LOCATIONS,WMP_RELATED_OPERABLE_UNITS,SITE_OU_COMMENT,WASTE_SITES_0M,OU_0M,WASTE_SITES_50F,OU_50F,WASTE_SITES_100F,OU_100F,WASTE_SITES_50M,OU_50M,WASTE_SITES_100M,OU_100M,DATE_LAST_INSPECTED,INSPECTION_TYPE,DATE_LAST_SAMPLED_GW,DATE_LAST_SAMPLED_MM,DATE_LAST_SAMPLED_SO,DATE_LAST_SAMPLED_SG,DATE_LAST_SAMPLED,DATE_LAST_ROUTINE_MAINTENANCE,DATE_LAST_MAINTENANCE,DATE_LAST_WLM,TANK_FARMS,PUBLIC_LAND_SURVEY_SYSTEM,CLOSURE_ZONE,GW_AREA_OF_INTEREST,MONUMENT_LOC,ESTIMATED_QTR_QTR_SEC,HORIZ_SURVEY_POINT_DESC,HORIZ_SURVEY_DATE,NORTHING,EASTING,DISC_X,DISC_Y,HORIZ_SURVEY_UNITS,HORIZ_DATUM,HORIZ_REVIEW_QUALIFIER,ELEV_SURVEY_POINT_DESC,ELEV_SURVEY_DATE,ELEVATION,DISC_Z,ELEV_SURVEY_UNITS,ELEV_DATUM,ELEV_REVIEW_QUALIFIER,DISTRICT_ID,SORT_NAME
A6900,299-E33-92,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,4/30/1967,75,ft,,,,,,,,,,,,,,,,,,,21-00-09,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BX-111",WMA B/BX/BY,"200-E-132, 241-BX-110, 241-BX-111, 2607-EF",WMA B/BX/BY,"200-E-132, 200-E-344, 200-E-351, 241-BX-107, 241-BX-108, 241-BX-110, 241-BX-111, 241-BX-112, 2607-EF",WMA B/BX/BY,"200-E-132, 200-E-344, 200-E-351, 216-B-35, 216-B-36, 216-B-37, 216-B-38, 216-B-39, 216-B-40, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, 241-BXR-151, 241-BYR-154, 244-BXR VAULT, 2607-EF, UPR-200-E-133",WMA B/BX/BY,4/26/2017,MAINTENANCE INSPECTION,,,,,,4/30/1967,4/30/1967,,241BX,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,137335.611,573545.109,,,m,NAD83(91),,"Top of casing, north edge, stamped X",3/8/1995,201.139,,m,NAVD88,,200-E,1-0299-E0033A-A0092A
A6830,299-E28-79,VADOSE WELL,,DECOMMISSIONED-V,2/26/2003,"SCHATZ, AL",12/1/1992,3/25/1983,50,ft,,,,,,DECOMMISSIONED,7/22/1997,,,,,,,,,,,,,,,,,,,,,,,,,UPR-600-20,200-OA-1,UPR-600-20,200-OA-1,UPR-600-20,200-OA-1,UPR-600-20,200-OA-1,"200-E-145-PL-A, 200-E-160-PL, 200-E-161-PL-B, 200-E-162-PL-B, 200-E-215-PL, 200-E-217-PL-A, 200-E-363, 216-B-55, 600-284-PL-C, UPR-200-E-64, UPR-600-20",200-IS-1,,,,,,,,3/25/1983,3/25/1983,,,"T12N, R26E, S3, NW 1/4, SE 1/4",B Plant,200-BP,Hanford (Not in Monument),,Center of casing (assumed),,136355.1,573144.6,,,m,NAD83(91),P,,,,,,,,200-E,1-0299-E0028A-A0079A
A6839,299-E28-88,VADOSE WELL,,DECOMMISSIONED-V,6/9/2006,"SCHATZ, AL",12/1/1992,6/30/1983,30,ft,,,,,,FY 2006 Physically Decommissioned 63 well contract,6/9/2006,,,,,,,28.48,ft,,,Y,,,FY 2006 Decommissioned Mechanical Perf,DECOMMISSIONING,,,,,,,,,,216-B-62,200-EA-1,216-B-62,200-EA-1,216-B-62,200-EA-1,216-B-62,200-EA-1,"200-E-162-PL-B, 216-B-62, UPR-200-E-11",200-IS-1,3/24/2005,MAINTENANCE INSPECTION,,,,,,6/30/1983,6/30/1983,,,"T12N, R26E, S3, NW 1/4, NE 1/4",B Plant,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,136823.939,573062.557,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/15/1994,211.162,,m,NAVD88,,200-E,1-0299-E0028A-A0088A
A6961,299-E33-153,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,12/31/1971,100,ft,,,,,,,,,,,,,,,,,,,21-12-02,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BX-109, 241-BX-112",WMA B/BX/BY,"200-E-132, 241-BX-108, 241-BX-109, 241-BX-111, 241-BX-112",WMA B/BX/BY,"200-E-132, 241-BX-105, 241-BX-106, 241-BX-108, 241-BX-109, 241-BX-111, 241-BX-112, UPR-200-E-133",WMA B/BX/BY,"200-E-132, 200-E-351, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, 241-BY-104, 241-BY-107, 241-BY-110, 2607-EF, UPR-200-E-105, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,4/26/2017,MAINTENANCE INSPECTION,,,,,,12/31/1971,12/31/1971,,241BX,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137382.792,573580.2,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/12/1994,200.392,,m,NAVD88,,200-E,1-0299-E0033A-A0153A
A6965,299-E33-157,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,12/31/1971,100,ft,,,,,,,,,,,,,,,,,,,21-05-12,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BX-105, 241-BX-106",WMA B/BX/BY,"200-E-132, 241-BX-102, 241-BX-103, 241-BX-105, 241-BX-106, 241-BX-108, 241-BX-109",WMA B/BX/BY,"200-E-132, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,"200-E-132, 200-E-265-PL-A, 200-E-265-PL-B, 200-E-364-PL, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, 241-BX-153, 241-BX-302A, 241-BXR-153, 241-BY-101, 241-BY-104, 241-BYR-153, 244-BX DCRT, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,4/26/2017,MAINTENANCE INSPECTION,,,,,,12/31/1971,12/31/1971,,241BX,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137361.742,573629.493,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/11/1994,200.816,,m,NAVD88,,200-E,1-0299-E0033A-A0157A
A6967,299-E33-159,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,11/30/1971,100,ft,,,,,,,,,,,,,,,,,,,21-05-03,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BX-102, 241-BX-105",WMA B/BX/BY,"200-E-132, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, UPR-200-E-131, UPR-200-E-132, UPR-200-E-5",WMA B/BX/BY,"200-E-132, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,"200-E-120, 200-E-132, 200-E-197-PL, 200-E-265-PL-A, 200-E-265-PL-B, 200-E-364-PL, 241-BR-152, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, 241-BX-153, 241-BX-302A, 241-BXR-151, 241-BXR-152, 241-BXR-153, 241-BYR-152, 241-BYR-153, 244-BX DCRT, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,4/26/2017,MAINTENANCE INSPECTION,,,,,,11/30/1971,11/30/1971,,241BX,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137347.213,573642.159,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/12/1994,200.885,,m,NAVD88,,200-E,1-0299-E0033A-A0159A
A6968,299-E33-160,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,11/30/1971,100,ft,,,,,,,,,,,,,,,,,,,21-05-05,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BX-102, 241-BX-104, 241-BX-105",WMA B/BX/BY,"200-E-132, 241-BX-101, 241-BX-102, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-108, UPR-200-E-131, UPR-200-E-132, UPR-200-E-5",WMA B/BX/BY,"200-E-132, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,"200-E-132, 200-E-197-PL, 200-E-265-PL-A, 200-E-364-PL, 241-BR-152, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, 241-BX-153, 241-BX-302A, 241-BXR-151, 241-BXR-152, 241-BXR-153, 241-BYR-152, 241-BYR-153, 244-BX DCRT, 244-BXR VAULT, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,4/25/2017,MAINTENANCE INSPECTION,,,,,,11/30/1971,11/30/1971,,241BX,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137337.986,573637.793,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/12/1994,200.915,,m,NAVD88,,200-E,1-0299-E0033A-A0160A
A6920,299-E33-112,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,7/31/1970,100,ft,,,,,,,,,,,,,,,,,,,"22-06-01, TANK 106 #1",,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 200-E-220-PL, 241-BY-106",WMA B/BX/BY,"200-E-132, 200-E-208-PL, 200-E-220-PL, 241-BY-103, 241-BY-106, 241-BY-109, UPR-200-E-134",WMA B/BX/BY,"200-E-114-PL-A, 200-E-132, 200-E-208-PL, 200-E-220-PL, 241-BY-102, 241-BY-103, 241-BY-105, 241-BY-106, 241-BY-108, 241-BY-109, UPR-200-E-134",200-IS-1,"200-E-114-PL-A, 200-E-121, 200-E-132, 200-E-180-PL, 200-E-208-PL, 200-E-219-PL, 200-E-219-PL:1, 200-E-220-PL, 200-E-220-PL:1, 200-E-265-PL-B, 200-E-284, 200-E-360-PL-A, 200-E-59, 200-E-60, 216-B-43, 216-B-44, 216-B-47, 216-B-48, 216-BY-201, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, 2607-EB, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-134, UPR-200-E-135, UPR-200-E-89, UPR-200-E-9",200-IS-1,5/2/2017,MAINTENANCE INSPECTION,,,,,,7/31/1970,7/31/1970,,241BY,"T13N, R26E, S34, SE 1/4, NE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137542.286,573634.707,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/12/1994,198.423,,m,NAVD88,,200-E,1-0299-E0033A-A0112A
A6923,299-E33-115,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,8/31/1970,100,ft,,,,,,,,,,,,,,,,,,,"22-07-01, TANK 107 #1",,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BY-107, 241-BY-108",WMA B/BX/BY,"200-E-132, 241-BY-104, 241-BY-105, 241-BY-107, 241-BY-108, 241-BY-110, UPR-200-E-105, UPR-200-E-116, UPR-200-E-135",WMA B/BX/BY,"200-E-132, 200-E-60, 241-BY-101, 241-BY-102, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, UPR-200-E-105, UPR-200-E-116, UPR-200-E-135",WMA B/BX/BY,"200-E-11, 200-E-132, 200-E-180-PL, 200-E-208-PL, 200-E-220-PL, 200-E-265-PL-B, 200-E-284, 200-E-359, 200-E-360-PL-A, 200-E-360-PL-B, 200-E-59, 200-E-60, 241-BX-106, 241-BX-109, 241-BX-112, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, 2607-EB, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-134, UPR-200-E-135, UPR-200-E-43",Not Applicable,5/3/2017,MAINTENANCE INSPECTION,,,,,,8/31/1970,8/31/1970,,241BY,"T13N, R26E, S34, SE 1/4, NE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137479.985,573603.839,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/14/1994,198.949,,m,NAVD88,,200-E,1-0299-E0033A-A0115A
A6771,299-E27-142,VADOSE WELL,,DECOMMISSIONED-V,9/29/2005,"SCHATZ, AL",12/1/1992,6/30/1984,40,ft,,,,,,,9/29/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-E-154-PL-C, 200-E-237-PL, 200-E-237-PL:2",200-IS-1,"200-E-143-PL-A, 200-E-154-PL-C, 200-E-237-PL, 200-E-237-PL:2, 200-E-330-PL, 600-269-PL",200-IS-1,"200-E-143-PL-A, 200-E-151-PL-C, 200-E-152-PL-C, 200-E-154-PL-C, 200-E-237-PL, 200-E-237-PL:2, 200-E-330-PL, 600-269-PL, UPR-200-E-100, UPR-200-E-99",200-IS-1,"200-E-133, 200-E-135, 200-E-143-PL-A, 200-E-143-PL-B, 200-E-144-PL-A, 200-E-145-PL-E, 200-E-147-PL-F, 200-E-148-PL-C, 200-E-150-PL-B, 200-E-150-PL-C, 200-E-151-PL-C, 200-E-152-PL-C, 200-E-153-PL-A, 200-E-154-PL-C, 200-E-237-PL, 200-E-237-PL:2, 200-E-274-PL, 200-E-275-PL, 200-E-291-PL-B, 200-E-330-PL, 244-A LS, 244-CR-WS-1, 600-269-PL, UPR-200-E-100, UPR-200-E-99",WMA C,,,,,,,,6/30/1984,6/30/1984,,,"T12N, R26E, S2, NE 1/4, SE 1/4",C Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),,136344.494,575181.034,,,m,NAD83,,,,,,,,,200-E,1-0299-E0027A-A0142A
A6783,299-E27-154,VADOSE WELL,,DECOMMISSIONED-V,9/29/2005,"SCHATZ, AL",12/1/1992,7/31/1986,20,ft,,,,,,,9/29/2005,,,,,,,,,,,,,,,,,,,,,,,,,218-E-12A,200-SW-2,"216-B-2-1, 218-E-12A",200-EA-1,"216-B-2-1, 216-B-2-3, 218-E-12A",200-EA-1,"200-E-126-PL-C, 216-B-2-1, 216-B-2-3, 218-E-12A",200-IS-1,"200-E-126-PL-C, 216-B-2-1, 216-B-2-3, 218-E-12A, 218-E-12B",200-IS-1,,,,,,,,7/31/1986,7/31/1986,,,"T12N, R26E, S2, NE 1/4, NW 1/4",Solid Waste,200-BP,Hanford (Not in Monument),,Center of casing (assumed),,136966.433,574941.559,,,m,NAD83,,,,,,,,,200-E,1-0299-E0027A-A0154A
A6789,299-E28-10,GROUNDWATER WELL,,DECOMMISSIONED-V,11/15/2005,"SCHATZ, AL",12/1/1992,8/25/1961,325,ft,8/25/1961,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/10/1993,,,11/15/2005,,,325,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/10/1993,271.7,ft,,,Y,,,,,,"8in, 0ft - 311ft","4, 257ft - 309ft",,Waste Control Plan for the 200-BP-5 OU/REV NUM 3,,PO-1/BP-5 CONSOLIDATED WASTE STORAGE AREA,200-BP-5,,,,"200-E-188-PL-C, 200-E-199-PL-A",200-IS-1,"200-E-188-PL-C, 200-E-199-PL-A",200-IS-1,"200-E-112-PL-B, 200-E-188-PL-C, 200-E-199-PL-A",200-IS-1,"200-E-112-PL-B, 200-E-188-PL-C, 200-E-198-PL-C, 200-E-199-PL-A, 200-E-334-PL-C, 216-B-9, 241-BX-302C, UPR-200-E-78",200-IS-1,10/18/2004,MAINTENANCE INSPECTION,7/2/1963,,,,7/2/1963,1/22/2004,1/22/2004,8/18/2004,,"T12N, R26E, S3, NE 1/4, NE 1/4",Solid Waste,200-BP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,136890.297,573755.545,,,m,NAD83(91),,"Top of casing, north edge, stamped X",3/9/1995,207.56,,m,NAVD88,,200-E,1-0299-E0028A-A0010A
A6867,299-E33-59,VADOSE WELL,,IN-USE,3/30/2007,"SCHATZ, AL",12/1/1992,5/31/1947,153,ft,,,,,,,,,,,,,,130.3,ft,,,,"224-B-2, VADOSE B",,,,,,,,,,,,,UPR-200-E-144,200-EA-1,"200-E-120, 200-E-281-PL, 216-B-7A&B, UPR-200-E-144",WMA B/BX/BY,"200-E-120, 200-E-177-PL, 200-E-281-PL, 216-B-7A&B, 241-B-202, 241-B-203, UPR-200-E-144",WMA B/BX/BY,"200-E-120, 200-E-177-PL, 200-E-178-PL-A, 200-E-208-PL, 200-E-281-PL, 216-B-7A&B, 241-B-109, 241-B-201, 241-B-202, 241-B-203, 241-B-204, UPR-200-E-129, UPR-200-E-130, UPR-200-E-144",WMA B/BX/BY,"200-E-120, 200-E-121, 200-E-132, 200-E-176-PL-A, 200-E-176-PL-B, 200-E-177-PL, 200-E-178-PL-A, 200-E-178-PL-B, 200-E-197-PL, 200-E-208-PL, 200-E-265-PL-A, 200-E-281-PL, 200-E-364-PL, 200-E-45, 216-B-11A&B, 216-B-7A&B, 216-B-8, 241-B-103, 241-B-105, 241-B-106, 241-B-108, 241-B-109, 241-B-111, 241-B-112, 241-B-201, 241-B-202, 241-B-203, 241-B-204, 241-B-252, 241-B-301, UPR-200-E-129, UPR-200-E-130, UPR-200-E-144",WMA B/BX/BY,11/16/2004,MAINTENANCE INSPECTION,,,,,,5/31/1947,5/31/1947,,,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,"Top of casing, north edge, stamped X",2/21/2001,137388.594,573797.245,,,m,NAD83(91),,"Top of casing, north edge, stamped X",2/21/2001,199.572,,m,NAVD88,,200-E,1-0299-E0033A-A0059A
A7025,299-E33-218,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,5/31/1973,120,ft,,,,,,,,,,,,,,,,,,,20-05-06,,,,,,,,,,,,,200-E-120,WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-104, 241-B-105, UPR-200-E-109",WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-101, 241-B-102, 241-B-104, 241-B-105, 241-B-107, 241-B-108, UPR-200-E-108, UPR-200-E-109",WMA B/BX/BY,"200-E-120, 200-E-176-PL-A, 200-E-176-PL-B, 200-E-197-PL, 200-E-332, 241-B-101, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, 241-B-107, 241-B-108, 241-B-109, 242-B-151, UPR-200-E-101, UPR-200-E-108, UPR-200-E-109, UPR-200-E-127",WMA B/BX/BY,"200-E-120, 200-E-176-PL-A, 200-E-176-PL-B, 200-E-197-PL, 200-E-264-PL-A, 200-E-281-PL, 200-E-326-PL-A, 200-E-332, 241-B-101, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, 241-B-107, 241-B-108, 241-B-109, 241-B-110, 241-B-111, 241-B-112, 241-B-153, 241-B-201, 241-B-202, 241-B-203, 241-B-204, 242-B, 242-B-151, 2607-E9, UPR-200-E-101, UPR-200-E-108, UPR-200-E-109, UPR-200-E-127, UPR-200-E-128, UPR-200-E-129, UPR-200-E-130, UPR-200-E-144, UPR-200-E-6, UPR-200-E-75, UPR-200-E-76, UPR-200-E-79",WMA B/BX/BY,4/12/2017,MAINTENANCE INSPECTION,,,,,,5/31/1973,5/31/1973,,241B,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,137284.166,573840.414,,,m,NAD83(91),,"Top of casing, north edge, stamped X",3/15/1995,200.715,,m,NAVD88,,200-E,1-0299-E0033A-A0218A
A7012,299-E33-204,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,1/31/1972,100,ft,,,,,,,,,,,,,,,,,,,20-12-11,,,,,,,,,,,,,200-E-120,WMA B/BX/BY,"200-E-120, 241-B-112",WMA B/BX/BY,"200-E-120, 241-B-109, 241-B-111, 241-B-112, 241-B-203, 241-B-204, 241-B-252, 241-B-301, UPR-200-E-130",WMA B/BX/BY,"200-E-120, 200-E-178-PL-A, 200-E-208-PL, 200-E-265-PL-A, 200-E-364-PL, 241-B-108, 241-B-109, 241-B-111, 241-B-112, 241-B-201, 241-B-202, 241-B-203, 241-B-204, 241-B-252, 241-B-301, UPR-200-E-130, UPR-200-E-144",WMA B/BX/BY,"200-E-120, 200-E-121, 200-E-132, 200-E-176-PL-A, 200-E-176-PL-B, 200-E-177-PL, 200-E-178-PL-A, 200-E-197-PL, 200-E-208-PL, 200-E-265-PL-A, 200-E-281-PL, 200-E-364-PL, 216-B-7A&B, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, 241-B-107, 241-B-108, 241-B-109, 241-B-110, 241-B-111, 241-B-112, 241-B-201, 241-B-202, 241-B-203, 241-B-204, 241-B-252, 241-B-301, 244-BX DCRT, UPR-200-E-109, UPR-200-E-127, UPR-200-E-128, UPR-200-E-129, UPR-200-E-130, UPR-200-E-144, UPR-200-E-6",WMA B/BX/BY,4/12/2017,MAINTENANCE INSPECTION,,,,,,1/31/1972,1/31/1972,,241B,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137338.412,573770.365,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/10/1994,199.768,,m,NAVD88,,200-E,1-0299-E0033A-A0204A
A7014,299-E33-207,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,1/31/1973,100,ft,,,,,,,,,,,,,,,,,,,22-08-06,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BY-107, 241-BY-108, UPR-200-E-116, UPR-200-E-135",WMA B/BX/BY,"200-E-132, 241-BY-104, 241-BY-105, 241-BY-107, 241-BY-108, 241-BY-110, 241-BY-111, UPR-200-E-105, UPR-200-E-116, UPR-200-E-135",WMA B/BX/BY,"200-E-132, 200-E-60, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-135",WMA B/BX/BY,"200-E-11, 200-E-114-PL-A, 200-E-132, 200-E-180-PL, 200-E-208-PL, 200-E-220-PL, 200-E-265-PL-B, 200-E-284, 200-E-359, 200-E-360-PL-A, 200-E-360-PL-B, 200-E-59, 200-E-60, 241-BX-109, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, 2607-EB, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-134, UPR-200-E-135, UPR-200-E-43",Not Applicable,5/3/2017,MAINTENANCE INSPECTION,,,,,,1/31/1973,1/31/1973,,241BY,"T13N, R26E, S34, SE 1/4, NE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137485.455,573597.704,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/14/1994,198.871,,m,NAVD88,,200-E,1-0299-E0033A-A0207A
A7018,299-E33-211,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,12/31/1972,100,ft,,,,,,,,,,,,,,,,,,,22-03-04,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BY-103, UPR-200-E-134",WMA B/BX/BY,"200-E-132, 200-E-208-PL, 200-E-284, 241-BY-102, 241-BY-103, UPR-200-E-134",WMA B/BX/BY,"200-E-121, 200-E-132, 200-E-208-PL, 200-E-220-PL, 200-E-265-PL-B, 200-E-284, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-105, 241-BY-106, UPR-200-E-134",200-IA-1,"200-E-114-PL-A, 200-E-114-PL-B, 200-E-121, 200-E-132, 200-E-208-PL, 200-E-219-PL, 200-E-219-PL:1, 200-E-220-PL, 200-E-220-PL:1, 200-E-265-PL-B, 200-E-284, 200-E-45, 216-B-43, 216-BY-201, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-111, 241-BY-112, UPR-200-E-105, UPR-200-E-116, UPR-200-E-134, UPR-200-E-135",200-IS-1,5/2/2017,MAINTENANCE INSPECTION,,,,,,12/31/1972,12/31/1972,,241BY,"T13N, R26E, S34, SE 1/4, NE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137524.396,573671.228,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/15/1994,198.702,198.686,m,NAVD88,,200-E,1-0299-E0033A-A0211A
